,AGE,AGECL,EDCL,FAMSTRUCT,KIDS,MARRIED,OCCAT1,OCCAT2,RACE,LIFECL,LF,INDCAT,EXPENSHILO,BNKRUPLAST5,FORECLLAST5,ASSET,FIN,RETEQ,ANYPEN,BUS,HOMEEQ,CURRPEN,IRAKH,DEBT,LATE,LATE60,HPAYDAY,RENT,PAYEDU1,PAYEDU2,PAYEDU3,PAYEDU4,PAYEDU5,PAYEDU6,PAYEDU7,KNOWL,SAVRES1,SAVRES4,SAVRES6,SAVRES7,SAVRES8,WSAVED,INCOME,INCCAT,SSRETINC,WAGEINC,NETWORTH,EMERGBORR,EMERGSAV,EMERGPSTP,EMERGCUT,EMERGWORK
0,70,5,3,1,2,2,3,4,1,6,0,4,3,0,0,957100.0,258100,49000.0,0,0,479000,0,245000,195000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,38804.734469,2,38804.734469,0.0,762100.0,0,1,0,0,0
1,70,5,3,1,2,2,3,4,1,6,0,4,3,0,0,1067300.0,184300,177000.0,0,0,645000,0,177000,213000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,38264.278557,2,37183.366733,0.0,854300.0,0,1,0,0,0
2,70,5,3,1,2,2,3,4,1,6,0,4,3,0,0,957200.0,175200,42500.0,0,0,478000,0,170000,279000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,36102.45491,2,35021.543086,0.0,678200.0,0,1,0,0,0
3,70,5,3,1,2,2,3,4,1,6,0,4,3,0,0,828600.0,93600,42000.0,0,0,161000,0,42000,549000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,33508.266533,2,32427.354709,0.0,279600.0,0,1,0,0,0
4,70,5,3,1,2,2,3,4,1,6,0,4,3,0,0,825600.0,34600,27000.0,0,0,542000,0,27000,223000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,35561.998998,2,35561.998998,0.0,602600.0,0,1,0,0,0
5,46,3,4,2,0,2,2,1,1,1,1,2,1,0,0,1240500.0,140500,30000.0,0,460000,93000,0,100000,518700,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,224829.65932,5,0.0,9836.2975952,721800.0,0,1,0,0,0
6,46,3,4,2,0,2,2,1,1,1,1,2,1,0,0,1242500.0,142500,15000.0,0,460000,93000,0,100000,518700,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,224829.65932,5,0.0,9836.2975952,723800.0,0,1,0,0,0
7,46,3,4,2,0,2,2,1,1,1,1,2,1,0,0,1241100.0,141100,65000.0,0,460000,93000,0,100000,519700,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,224829.65932,5,0.0,9944.3887776,721400.0,0,1,0,0,0
8,46,3,4,2,0,2,2,1,1,1,1,2,1,0,0,1244000.0,144000,75000.0,0,460000,93000,0,100000,519700,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,224829.65932,5,0.0,9836.2975952,724300.0,0,1,0,0,0
9,46,3,4,2,0,2,2,1,1,1,1,2,1,0,0,1241300.0,142300,5000.0,0,460000,93000,0,100000,518700,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,1,0,0,3,224829.65932,5,0.0,9836.2975952,722600.0,0,1,0,0,0
10,68,5,4,5,0,1,3,4,1,6,0,4,3,0,0,61177590.0,60492890,459000.0,1,0,629000,0,459000,17580000,1,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,445335.67134,6,76744.739479,0.0,43597590.0,0,1,0,0,0
11,68,5,4,5,0,1,3,4,1,6,0,4,3,0,0,61291510.0,60671480,364000.0,1,0,570000,0,650000,16840000,1,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,461549.3487,6,95120.240481,0.0,44451510.0,0,1,0,0,0
12,68,5,4,5,0,1,3,4,1,6,0,4,3,0,0,62086890.0,60765290,271000.0,1,0,1270000,0,696000,21030000,1,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,469115.73146,6,98362.975952,0.0,41056890.0,0,1,0,0,0
13,68,5,4,5,0,1,3,4,1,6,0,4,3,0,0,62720180.0,60477480,438000.0,1,0,2190000,0,438000,17990000,1,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,444254.75952,6,95120.240481,0.0,44730180.0,0,1,0,0,0
14,68,5,4,5,0,1,3,4,1,6,0,4,3,0,0,62430180.0,60230280,203000.0,1,0,2150000,0,203000,18690000,1,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,0,0,0,3,502623.998,6,72421.092184,0.0,43740180.0,0,1,0,0,0
15,74,5,4,3,0,2,3,4,1,6,0,4,3,0,0,2203000.0,2163000,1499000.0,1,0,0,0,1499000,0,0,0,0,5500.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,152408.56713,5,139437.62525,0.0,2203000.0,0,1,0,0,0
16,74,5,4,3,0,2,3,4,1,6,0,4,3,0,0,2006000.0,1966000,1506000.0,1,0,0,0,1506000,0,0,0,0,5500.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,149165.83166,4,139437.62525,0.0,2006000.0,0,1,0,0,0
17,74,5,4,3,0,2,3,4,1,6,0,4,3,0,0,2000000.0,1960000,1500000.0,1,0,0,0,1500000,0,0,0,0,5500.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,145923.09619,4,139437.62525,0.0,2000000.0,0,1,0,0,0
18,74,5,4,3,0,2,3,4,1,6,0,4,3,0,0,2354000.0,2314000,1500000.0,1,0,0,0,1500000,0,0,0,0,5500.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,145923.09619,4,139437.62525,0.0,2354000.0,0,1,0,0,0
19,74,5,4,3,0,2,3,4,1,6,0,4,3,0,0,2000000.0,1960000,1500000.0,1,0,0,0,1500000,0,0,0,0,5500.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,144842.18437,4,139437.62525,0.0,2000000.0,0,1,0,0,0
20,19,1,2,5,0,1,1,2,2,2,1,2,3,0,0,15100.0,1100,0.0,0,0,0,0,0,11000,0,0,0,800.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,56207.41483,3,0.0,57288.326653,4100.0,0,0,0,0,1
21,19,1,2,5,0,1,1,2,2,2,1,2,3,0,0,15500.0,1500,0.0,0,0,0,0,0,10000,0,0,0,800.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,58369.238477,3,0.0,57288.326653,5500.0,0,0,0,0,1
22,19,1,2,5,0,1,1,2,2,2,1,2,3,0,0,14500.0,1500,0.0,0,0,0,0,0,10000,0,0,0,800.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,61611.973948,3,0.0,60531.062124,4500.0,0,0,0,0,1
23,19,1,2,5,0,1,1,2,2,2,1,2,3,0,0,15600.0,1600,0.0,0,0,0,0,0,10000,0,0,0,800.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,67016.533066,3,0.0,67016.533066,5600.0,0,0,0,0,1
24,19,1,2,5,0,1,1,2,2,2,1,2,3,0,0,15500.0,1500,0.0,0,0,0,0,0,11000,0,0,0,790.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,59450.150301,3,0.0,60531.062124,4500.0,0,0,0,0,1
25,74,5,4,5,0,1,3,4,1,6,0,4,1,0,0,7343000.0,5728000,320750.0,1,0,589000,0,795000,111000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,1,283198.8978,6,142680.36072,0.0,7232000.0,0,0,0,0,0
26,74,5,4,5,0,1,3,4,1,6,0,4,1,0,0,6635000.0,5022000,178250.0,1,0,588000,0,1005000,112000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,1,264066.75852,6,121386.3978,0.0,6523000.0,0,0,0,0,0
27,74,5,4,5,0,1,3,4,1,6,0,4,1,0,0,6527000.0,4913000,986350.0,1,0,544000,0,1007000,156000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,1,272714.05311,6,136519.16333,0.0,6371000.0,0,0,0,0,0
28,74,5,4,5,0,1,3,4,1,6,0,4,1,0,0,7623000.0,6010000,192050.0,1,0,551000,0,963000,149000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,1,276821.51804,6,134141.15731,0.0,7474000.0,0,0,0,0,0
29,74,5,4,5,0,1,3,4,1,6,0,4,1,0,0,6897170.0,5284170,633500.0,1,0,594000,0,941000,106000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,1,269687.5,6,145382.64028,0.0,6791170.0,0,0,0,0,0
30,52,3,4,4,1,1,2,1,1,3,1,2,1,0,0,70669800.0,13436800,1060000.0,1,40650000,5950000,0,1061500,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,13435733.968,6,0.0,1026866.2325,70669800.0,0,1,0,0,0
31,52,3,4,4,1,1,2,1,1,3,1,2,1,0,0,73429800.0,13614800,1080000.0,1,43260000,5920000,0,1081500,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,14019426.353,6,0.0,1080911.8236,73429800.0,0,1,0,0,0
32,52,3,4,4,1,1,2,1,1,3,1,2,1,0,0,76810800.0,14356800,980000.0,1,45790000,5940000,0,981500,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,13349261.022,6,0.0,969577.90581,76810800.0,0,1,0,0,0
33,52,3,4,4,1,1,2,1,1,3,1,2,1,0,0,73633800.0,14347800,980000.0,1,42700000,5960000,0,981500,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,14462600.2,6,0.0,1091720.9419,73633800.0,0,1,0,0,0
34,52,3,4,4,1,1,2,1,1,3,1,2,1,0,0,74328800.0,14570800,950000.0,1,42860000,6370000,0,951500,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,13468161.323,6,0.0,1064698.1463,74328800.0,0,1,0,0,0
35,60,4,4,3,0,2,3,4,2,6,0,4,3,0,0,1500.0,1500,0.0,0,0,0,0,0,0,0,0,0,1200.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,39993.737475,2,25941.883768,0.0,1500.0,1,0,0,0,0
36,60,4,4,3,0,2,3,4,2,6,0,4,3,0,0,1500.0,1500,0.0,0,0,0,0,0,0,0,0,0,1200.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,39993.737475,2,25941.883768,0.0,1500.0,1,0,0,0,0
37,60,4,4,3,0,2,3,4,2,6,0,4,3,0,0,1500.0,1500,0.0,0,0,0,0,0,0,0,0,0,1200.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,38912.825651,2,25941.883768,0.0,1500.0,1,0,0,0,0
38,60,4,4,3,0,2,3,4,2,6,0,4,3,0,0,1500.0,1500,0.0,0,0,0,0,0,0,0,0,0,1200.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,39993.737475,2,25941.883768,0.0,1500.0,1,0,0,0,0
39,60,4,4,3,0,2,3,4,2,6,0,4,3,0,0,1500.0,1500,0.0,0,0,0,0,0,0,0,0,0,1200.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,3,39993.737475,2,25941.883768,0.0,1500.0,1,0,0,0,0
40,43,2,4,4,2,1,2,1,1,3,1,2,3,0,0,7331100.0,295000,0.0,0,3210000,2000000,0,0,925000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,1,3,670165.33066,6,0.0,237800.6012,6406100.0,0,1,0,0,0
41,43,2,4,4,2,1,2,1,1,3,1,2,3,0,0,7331100.0,295000,0.0,0,3210000,2000000,0,0,926000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,1,3,670165.33066,6,0.0,237800.6012,6405100.0,0,1,0,0,0
42,43,2,4,4,2,1,2,1,1,3,1,2,3,0,0,7330200.0,295000,0.0,0,3210000,2000000,0,0,925000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,1,3,670165.33066,6,0.0,237800.6012,6405200.0,0,1,0,0,0
43,43,2,4,4,2,1,2,1,1,3,1,2,3,0,0,12191200.0,295000,0.0,0,8070000,2000000,0,0,925000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,1,3,670165.33066,6,0.0,237800.6012,11266200.0,0,1,0,0,0
44,43,2,4,4,2,1,2,1,1,3,1,2,3,0,0,23592100.0,295000,0.0,0,19470000,2000000,0,0,926000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,1,3,670165.33066,6,0.0,237800.6012,22666100.0,0,1,0,0,0
45,67,5,4,5,0,1,3,4,1,5,1,4,3,0,0,394750.0,27950,0.0,0,0,255000,0,0,183400,1,0,0,0.0,0.0,0,0.0,0,0,0,0,6,0,0,0,1,0,1,43236.472946,2,27022.795591,0.0,211350.0,0,0,0,0,0
46,67,5,4,5,0,1,3,4,1,5,1,4,3,0,0,397750.0,27950,0.0,0,0,255000,0,0,183400,1,0,0,0.0,0.0,0,0.0,0,0,0,0,6,0,0,0,1,0,1,43236.472946,2,27022.795591,0.0,214350.0,0,0,0,0,0
47,67,5,4,5,0,1,3,4,1,5,1,4,3,0,0,398650.0,27950,0.0,0,0,255000,0,0,183400,1,0,0,0.0,0.0,0,0.0,0,0,0,0,6,0,0,0,1,0,1,43236.472946,2,27022.795591,0.0,215250.0,0,0,0,0,0
48,67,5,4,5,0,1,3,4,1,5,1,4,3,0,0,396350.0,27950,0.0,0,0,255000,0,0,183400,1,0,0,0.0,0.0,0,0.0,0,0,0,0,6,0,0,0,1,0,1,43236.472946,2,27022.795591,0.0,212950.0,0,0,0,0,0
49,67,5,4,5,0,1,3,4,1,5,1,4,3,0,0,396550.0,27950,0.0,0,0,255000,0,0,183400,1,0,0,0.0,0.0,0,0.0,0,0,0,0,6,0,0,0,1,0,1,43236.472946,2,27022.795591,0.0,213150.0,0,0,0,0,0
50,46,3,4,2,0,2,1,1,1,1,1,2,3,0,0,506500.0,20500,0.0,0,0,291000,0,0,182000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,1,0,0,2,211858.71743,5,0.0,185916.83367,324500.0,0,1,0,0,0
51,46,3,4,2,0,2,1,1,1,1,1,2,3,0,0,505500.0,20500,0.0,0,0,291000,0,0,182000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,1,0,0,2,211858.71743,5,0.0,185916.83367,323500.0,0,1,0,0,0
52,46,3,4,2,0,2,1,1,1,1,1,2,3,0,0,506500.0,20500,0.0,0,0,291000,0,0,182000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,1,0,0,2,211858.71743,5,0.0,185916.83367,324500.0,0,1,0,0,0
53,46,3,4,2,0,2,1,1,1,1,1,2,3,0,0,506500.0,20500,0.0,0,0,291000,0,0,182000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,1,0,0,2,211858.71743,5,0.0,185916.83367,324500.0,0,1,0,0,0
54,46,3,4,2,0,2,1,1,1,1,1,2,3,0,0,506500.0,20500,0.0,0,0,291000,0,0,182000,0,0,0,0.0,0.0,0,0.0,0,0,0,0,9,0,0,1,0,0,2,211858.71743,5,0.0,185916.83367,324500.0,0,1,0,0,0
55,51,3,3,1,1,2,1,2,1,4,1,2,1,0,0,11950.0,1950,0.0,0,0,0,0,0,10630,0,0,0,510.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,42155.561122,2,0.0,34589.178357,1320.0,0,1,0,0,0
56,51,3,3,1,1,2,1,2,1,4,1,2,1,0,0,12950.0,2950,0.0,0,0,0,0,0,3530,0,0,0,510.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,35670.09018,2,0.0,28103.707415,9420.0,0,1,0,0,0
57,51,3,3,1,1,2,1,2,1,4,1,2,1,0,0,11550.0,1550,0.0,0,0,0,0,0,9430,0,0,0,510.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,45398.296593,2,0.0,37831.913828,2120.0,1,0,0,0,0
58,51,3,3,1,1,2,1,2,1,4,1,2,1,0,0,14750.0,4750,2700.0,1,0,0,0,0,9530,0,0,0,500.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,51883.767535,2,0.0,43236.472946,5220.0,0,1,0,0,0
59,51,3,3,1,1,2,1,2,1,4,1,2,1,0,0,12650.0,2650,0.0,1,0,0,0,0,10630,0,0,0,510.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,3,43236.472946,2,0.0,35670.09018,2020.0,0,1,0,0,0
60,77,6,4,3,0,2,3,4,1,6,0,4,3,0,0,217000.0,204000,41000.0,0,0,0,0,41000,0,0,0,0,1100.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,18915.956914,1,14592.309619,0.0,217000.0,0,1,0,0,0
61,77,6,4,3,0,2,3,4,1,6,0,4,3,0,0,153240.0,140240,34000.0,0,0,0,0,34000,0,0,0,0,1100.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,18915.956914,1,16754.133267,0.0,153240.0,0,1,0,0,0
62,77,6,4,3,0,2,3,4,1,6,0,4,3,0,0,106000.0,93000,22200.0,0,0,0,0,37000,0,0,0,0,1100.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,21942.51002,1,18699.774549,0.0,106000.0,0,1,0,0,0
63,77,6,4,3,0,2,3,4,1,6,0,4,3,0,0,95000.0,82000,6000.0,0,0,0,0,10000,0,0,0,0,1100.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,23239.604208,1,21077.780561,0.0,95000.0,0,1,0,0,0
64,77,6,4,3,0,2,3,4,1,6,0,4,3,0,0,66200.0,53200,26000.0,0,0,0,0,40000,0,0,0,0,1100.0,0.0,0,0.0,0,0,0,0,8,0,0,0,0,0,2,32643.537074,2,30481.713427,0.0,66200.0,0,1,0,0,0
65,57,4,2,1,2,2,1,2,2,5,1,2,1,1,0,545510.0,510,0.0,1,0,385000,0,0,123320,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,58369.238477,3,0.0,48641.032064,422190.0,1,0,0,0,0
66,57,4,2,1,2,2,1,2,2,5,1,2,1,1,0,534520.0,520,0.0,1,0,338000,0,0,170320,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,59450.150301,3,0.0,48641.032064,364200.0,1,0,0,0,0
67,57,4,2,1,2,2,1,2,2,5,1,2,1,1,0,526301.0,501,0.0,1,0,389000,0,0,115520,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,59450.150301,3,0.0,48641.032064,410781.0,1,0,0,0,0
68,57,4,2,1,2,2,1,2,2,5,1,2,1,1,0,524101.0,501,0.0,1,0,402000,0,0,104120,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,59450.150301,3,0.0,48641.032064,419981.0,1,0,0,0,0
69,57,4,2,1,2,2,1,2,2,5,1,2,1,1,0,524201.0,501,0.0,1,0,348000,0,0,160920,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,0,0,0,3,59450.150301,3,0.0,48641.032064,363281.0,1,0,0,0,0
70,30,1,4,5,0,1,1,1,1,2,1,2,1,0,0,79620.0,43620,450.0,1,0,0,0,6600,243600,0,0,0,1700.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,113495.74148,4,0.0,113495.74148,-163980.0,0,1,0,0,0
71,30,1,4,5,0,1,1,1,1,2,1,2,1,0,0,77710.0,43710,280.0,1,0,0,0,6600,244300,0,0,0,1700.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,116738.47695,4,0.0,116738.47695,-166590.0,0,1,0,0,0
72,30,1,4,5,0,1,1,1,1,2,1,2,1,0,0,79770.0,42770,33.5,1,0,0,0,6200,244300,0,0,0,1800.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,119981.21242,4,0.0,119981.21242,-164530.0,0,1,0,0,0
73,30,1,4,5,0,1,1,1,1,2,1,2,1,0,0,75610.0,41610,539.0,1,0,0,0,6100,243800,0,0,0,1700.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,108091.18236,4,0.0,108091.18236,-168190.0,0,1,0,0,0
74,30,1,4,5,0,1,1,1,1,2,1,2,1,0,0,83130.0,50130,385.0,1,0,0,0,6400,243900,0,0,0,1500.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,119981.21242,4,0.0,119981.21242,-160770.0,0,1,0,0,0
75,56,4,2,4,1,1,1,3,3,5,1,1,3,0,0,315090.0,3290,0.0,0,0,278000,0,0,22300,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1,0,0,0,1,0,2,55126.503006,3,0.0,52964.679359,292790.0,0,0,0,0,1
76,56,4,2,4,1,1,1,3,3,5,1,1,3,0,0,313490.0,2690,0.0,0,0,278000,0,0,22300,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1,0,0,0,1,0,2,51883.767535,2,0.0,47560.12024,291190.0,0,0,0,0,1
77,56,4,3,4,1,1,1,3,3,5,1,1,3,0,0,312390.0,3360,0.0,0,0,278000,0,0,22300,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1,0,0,0,1,0,2,46479.208417,2,0.0,39993.737475,290090.0,0,0,0,0,1
78,56,4,2,4,1,1,1,3,3,5,1,1,3,0,0,315760.0,3260,0.0,0,0,278000,0,0,22300,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1,0,0,0,1,0,2,54045.591182,2,0.0,48641.032064,293460.0,0,0,0,0,1
79,56,4,2,4,1,1,1,3,3,5,1,1,3,0,0,312200.0,3380,0.0,0,0,278000,0,0,22300,0,0,0,0.0,0.0,0,0.0,0,0,0,0,-1,0,0,0,1,0,2,33508.266533,2,0.0,29184.619238,289900.0,0,0,0,0,1
80,70,5,1,5,0,1,3,4,2,6,0,4,3,0,0,23350.0,2650,0.0,0,0,13000,0,0,600,1,1,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,0,0,0,1,22699.148297,1,22699.148297,0.0,22750.0,0,0,0,0,0
81,70,5,1,5,0,1,3,4,2,6,0,4,3,0,0,29750.0,2650,0.0,0,0,13000,0,0,600,1,1,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,0,0,0,1,21618.236473,1,22699.148297,0.0,29150.0,0,0,0,0,0
82,70,5,1,5,0,1,3,4,2,6,0,4,3,0,0,27850.0,2650,0.0,0,0,13000,0,0,600,1,1,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,0,0,0,1,22699.148297,1,21618.236473,0.0,27250.0,0,0,0,0,0
83,70,5,1,5,0,1,3,4,2,6,0,4,3,0,0,27950.0,2650,0.0,0,0,13000,0,0,600,1,1,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,0,0,0,1,22699.148297,1,21618.236473,0.0,27350.0,0,0,0,0,0
84,70,5,1,5,0,1,3,4,2,6,0,4,3,0,0,25850.0,2650,0.0,0,0,13000,0,0,600,1,1,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,0,0,0,1,21618.236473,1,22699.148297,0.0,25250.0,0,0,0,0,0
85,57,4,2,5,0,1,3,4,1,6,0,4,1,0,0,1051200.0,428100,0.0,1,0,561000,0,320000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,81068.386774,3,16213.677355,64854.709419,1051200.0,0,0,0,0,1
86,57,4,2,5,0,1,3,4,1,6,0,4,1,0,0,950200.0,428100,0.0,1,0,462000,0,320000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,81068.386774,3,16213.677355,64854.709419,950200.0,0,0,0,0,1
87,57,4,2,5,0,1,3,4,1,6,0,4,1,0,0,1030100.0,428100,0.0,1,0,542000,0,320000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,81068.386774,3,16213.677355,64854.709419,1030100.0,0,0,0,0,1
88,57,4,2,5,0,1,3,4,1,6,0,4,1,0,0,989100.0,428100,0.0,1,0,500000,0,320000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,81068.386774,3,16213.677355,64854.709419,989100.0,0,0,0,0,1
89,57,4,2,5,0,1,3,4,1,6,0,4,1,0,0,1063200.0,428100,0.0,1,0,574000,0,320000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,10,0,0,1,0,0,3,81068.386774,3,16213.677355,64854.709419,1063200.0,0,0,0,0,1
90,32,1,4,2,0,2,2,1,1,1,1,2,3,0,0,44000.0,13000,0.0,0,10000,0,0,0,0,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,8,0,1,0,0,0,3,49721.943888,2,0.0,43236.472946,44000.0,0,0,0,0,1
91,32,1,4,2,0,2,2,1,1,1,1,2,3,0,0,44000.0,13000,0.0,0,10000,0,0,0,0,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,8,0,1,0,0,0,3,49721.943888,2,0.0,43236.472946,44000.0,0,0,0,0,1
92,32,1,4,2,0,2,2,1,1,1,1,2,3,0,0,43000.0,13000,0.0,0,10000,0,0,0,0,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,8,0,1,0,0,0,3,49721.943888,2,0.0,43236.472946,43000.0,0,0,0,0,1
93,32,1,4,2,0,2,2,1,1,1,1,2,3,0,0,44000.0,13000,0.0,0,10000,0,0,0,0,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,8,0,1,0,0,0,3,49721.943888,2,0.0,43236.472946,44000.0,0,0,0,0,1
94,32,1,4,2,0,2,2,1,1,1,1,2,3,0,0,44000.0,13000,0.0,0,10000,0,0,0,0,0,0,0,1900.0,0.0,0,0.0,0,0,0,0,8,0,1,0,0,0,3,49721.943888,2,0.0,43236.472946,44000.0,0,0,0,0,1
95,46,3,4,2,0,2,1,1,2,1,1,2,1,0,0,230300.0,2500,0.0,1,0,92000,0,0,145800,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,1,86472.945892,3,0.0,86472.945892,84500.0,0,0,0,0,0
96,46,3,4,2,0,2,1,1,2,1,1,2,1,0,0,229300.0,2500,0.0,1,0,92000,0,0,145800,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,1,86472.945892,3,0.0,86472.945892,83500.0,0,0,0,0,0
97,46,3,4,2,0,2,1,1,2,1,1,2,1,0,0,230300.0,2500,0.0,1,0,92000,0,0,145800,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,1,86472.945892,3,0.0,86472.945892,84500.0,0,0,0,0,0
98,46,3,4,2,0,2,1,1,2,1,1,2,1,0,0,230300.0,2500,0.0,1,0,92000,0,0,145800,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,1,86472.945892,3,0.0,86472.945892,84500.0,0,0,0,0,0
99,46,3,4,2,0,2,1,1,2,1,1,2,1,0,0,229400.0,2600,0.0,1,0,92000,0,0,145800,0,0,0,0.0,0.0,0,0.0,0,0,0,0,5,0,0,1,0,0,1,86472.945892,3,0.0,86472.945892,83600.0,0,0,0,0,0
100,75,6,4,5,0,1,2,1,4,5,1,2,1,0,0,46867500.0,31082000,630000.0,0,13970000,1810000,0,1260000,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,7,0,0,0,1,0,3,1887272.0441,6,65935.621242,0.0,46867500.0,0,1,0,0,0
